source_dataset,agency_name,transition_year,source_pdf,source_page,source_table,sec,contract_number,contractor_name,award_date_raw,start_date_raw,end_date_raw,amount_raw,amount_numeric,service_type,comments,base_contract_number,contract_suffix
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,1992-000228 C,"AUTOPISTAS DE PUERTO RICO Y COMPAÑIA, S.E.",03/09/2009,20/12/1991,22/02/2044,$0.00,0.0,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,1992-000228,C
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,1992-000228 D,"AUTOPISTAS DE PUERTO RICO Y COMPAÑIA, S.E.",31/03/2011,20/12/1991,22/02/2044,$0.00,0.0,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,1992-000228,D
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,2003-000039 I,L. P. C. and D. Inc.,22/07/2020,22/07/2020,18/01/2021,$0.00,0.0,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,2003-000039,I
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,2004-000336 AL,"FERROVIAL- AGROMAN, SA",22/07/2020,22/07/2020,18/01/2021,$0.00,0.0,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,2004-000336,AL
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,2006-000206,"AUTOPISTAS DE PUERTO RICO Y COMPAÑIA, S.E.",10/04/2006,10/04/2006,20/03/2027,"$979,208.00",979208.0,SERVICIOS TÉCNICOS,,2006-000206,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,2009-000001 BM,"FERROVIAL AGROMAN, S.A.",22/07/2020,22/07/2020,18/01/2021,$0.00,0.0,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,2009-000001,BM
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,2009-000063 AX,"LPC & D, INC",22/07/2020,22/07/2020,18/01/2021,$0.00,0.0,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,2009-000063,AX
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,2009-000203,"GRUPO DE DESARROLLO LOS ALTOS SAN JUAN, INC.",30/12/2008,30/12/2008,30/12/2058,"$23,427,340.00",23427340.0,"COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",,2009-000203,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,2009-000205 AL,"FERROVIAL AGROMAN, S.A.",22/07/2020,22/07/2020,18/01/2021,$0.00,0.0,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,2009-000205,AL
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,2011-000013 AS,"LPC & D, INC",22/07/2020,22/07/2020,18/01/2021,$0.00,0.0,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,2011-000013,AS
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,2011-000188,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",27/06/2011,26/09/2011,26/09/2051,"$1,146,160,000.00",1146160000.0,SERVICIOS PERSONALES NO PROFESIONALES,,2011-000188,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,2011-000188 A,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",19/09/2011,26/09/2011,26/09/2051,$0.00,0.0,SERVICIOS PERSONALES NO PROFESIONALES,,2011-000188,A
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,2011-000188 B,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",23/03/2012,28/03/2012,26/09/2051,$0.00,0.0,SERVICIOS PERSONALES NO PROFESIONALES,,2011-000188,B
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,2011-000188 C,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",14/11/2012,14/11/2012,26/09/2051,$0.00,0.0,SERVICIOS PERSONALES NO PROFESIONALES,,2011-000188,C
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,2011-000188 D,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",04/02/2015,04/02/2015,26/09/2051,$0.00,0.0,SERVICIOS PERSONALES NO PROFESIONALES,,2011-000188,D
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,1,1,,2011-000188 E,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",19/04/2016,19/04/2016,26/09/2051,"$115,000,000.00",115000000.0,SERVICIOS PERSONALES NO PROFESIONALES,,2011-000188,E
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2011-000207,MUNICIPIO DE ADJUNTAS,11/05/2011,11/05/2011,11/05/2026,$1.00,1.0,ACUERDOS FINANCIEROS Y NO FINANCIEROS,,2011-000207,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2012-000008,CUERPO DE BOMBEROS DE PUERTO RICO,14/07/2011,14/07/2011,14/07/2026,$0.00,0.0,ACUERDOS FINANCIEROS Y NO FINANCIEROS,,2012-000008,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2012-000051,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",22/09/2011,22/09/2011,22/09/2051,"$1,136,160,000.00",1136160000.0,ACUERDOS FINANCIEROS Y NO FINANCIEROS,,2012-000051,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2012-000053,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",22/09/2011,26/09/2011,26/09/2051,$0.00,0.0,ACUERDOS FINANCIEROS Y NO FINANCIEROS,,2012-000053,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2012-000054,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",22/09/2011,26/09/2011,26/09/2051,$0.00,0.0,ACUERDOS FINANCIEROS Y NO FINANCIEROS,,2012-000054,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2012-000055,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",22/09/2011,26/09/2011,26/09/2051,$0.00,0.0,ACUERDOS FINANCIEROS Y NO FINANCIEROS,,2012-000055,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2012-000056,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",22/09/2011,26/09/2011,26/09/2051,$0.00,0.0,ACUERDOS FINANCIEROS Y NO FINANCIEROS,,2012-000056,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2012-000057,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",22/09/2011,26/09/2011,26/09/2051,$0.00,0.0,ACUERDOS FINANCIEROS Y NO FINANCIEROS,,2012-000057,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2012-000058,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",22/09/2011,26/09/2011,26/09/2051,$0.00,0.0,ACUERDOS FINANCIEROS Y NO FINANCIEROS,,2012-000058,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2012-000059,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",22/09/2011,26/09/2011,26/09/2051,$0.00,0.0,ACUERDOS FINANCIEROS Y NO FINANCIEROS,,2012-000059,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2012-000060,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",22/09/2011,26/09/2011,26/09/2051,$0.00,0.0,ACUERDOS FINANCIEROS Y NO FINANCIEROS,,2012-000060,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2012-000096,MUNICIPIO DE TRUJILLO ALTO,28/09/2011,28/09/2011,28/09/2026,$1.00,1.0,ACUERDOS FINANCIEROS Y NO FINANCIEROS,,2012-000096,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2012-000098,MUNICIPIO DE TRUJILLO ALTO,28/09/2011,28/09/2011,28/09/2026,$15.00,15.0,"COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",,2012-000098,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2012-000099,MUNICIPIO DE AGUADILLA,28/09/2011,28/09/2011,28/09/2026,$15.00,15.0,"COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",,2012-000099,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2012-000230,3 RÍOS LTD. CORP.,02/04/2012,02/04/2012,02/04/2087,$0.00,0.0,ACUERDOS FINANCIEROS Y NO FINANCIEROS,,2012-000230,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,2,1,,2013-000017 C,"Plaza Internacional Puerto Rico, LLC",18/06/2018,18/06/2018,18/06/2021,$0.00,0.0,ACUERDOS FINANCIEROS Y NO FINANCIEROS,,2013-000017,C
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,3,1,,2013-000079,"ALTERNATE CONCEPTS, INC.",27/11/2012,27/11/2012,31/10/2042,"$1,968,000.00",1968000.0,"COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",,2013-000079,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,3,1,,2013-000079,"CRITICAL HUB NETWORKS, Inc.",27/11/2012,27/11/2012,31/10/2042,"$1,968,000.00",1968000.0,"COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",,2013-000079,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,3,1,,2013-000111 F,"METRIC ENGINEERING, INC.",16/10/2019,16/10/2019,31/12/2020,"$290,000.00",290000.0,SERVICIOS PROFESIONALES,,2013-000111,F
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,3,1,,2013-000111 G,"METRIC ENGINEERING, INC.",21/02/2020,21/02/2020,31/12/2020,"$200,000.00",200000.0,SERVICIOS PROFESIONALES,,2013-000111,G
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,3,1,,2013-000111 H,"METRIC ENGINEERING, INC.",16/06/2020,16/06/2020,31/12/2020,"$60,000.00",60000.0,SERVICIOS PROFESIONALES,,2013-000111,H
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,3,1,,2013-000111 I,"METRIC ENGINEERING, INC.",17/07/2020,17/07/2020,31/12/2020,"$250,000.00",250000.0,SERVICIOS PROFESIONALES,,2013-000111,I
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,3,1,,2014-000200 P,"LPC & D, INC",22/07/2020,22/07/2020,18/01/2021,$0.00,0.0,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,2014-000200,P
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,3,1,,2014-000207 R,"Anibal Diaz Construction, Inc.",27/07/2020,27/07/2020,23/01/2021,$0.00,0.0,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,2014-000207,R
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,3,1,,2015-000006 X,"L.P.C. & D., INC.",07/05/2019,07/05/2019,23/03/2021,"$784,790.00",784790.0,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,2015-000006,X
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,3,1,,2015-000006 AA,"L.P.C. & D., INC.",15/01/2020,15/01/2020,23/03/2021,"$275,491.69",275491.69,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,2015-000006,AA
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,3,1,,2015-000006 AB,"L.P.C. & D., INC.",21/07/2020,21/07/2020,18/05/2021,$0.00,0.0,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,2015-000006,AB
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,3,1,,2015-000006 Y,"L.P.C. & D., INC.",05/11/2019,05/11/2019,23/03/2021,"$313,894.50",313894.5,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,2015-000006,Y
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,3,1,,2015-000066,MUNICIPIO AUTÓNOMO DE HUMACAO,10/11/2014,10/11/2014,10/11/2024,$0.00,0.0,ACUERDOS FINANCIEROS Y NO FINANCIEROS,,2015-000066,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,3,1,,2015-000101 K,Super Asphalt Pavement Corp.,11/08/2020,11/08/2020,07/02/2021,$0.00,0.0,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,2015-000101,K
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,3,1,,2015-000130 G,Torres-Rosa Consulting Engineers,31/12/2019,31/12/2019,31/12/2020,$0.00,0.0,SERVICIOS PROFESIONALES,,2015-000130,G
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000131 G,Torres-Rosa Consulting Engineers,23/06/2020,23/06/2020,31/03/2021,$0.00,0.0,SERVICIOS PROFESIONALES,,2015-000131,G
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000147 G,"Barrett, Hale & Alamo, LLC",30/06/2020,30/06/2020,31/03/2021,$0.00,0.0,SERVICIOS PROFESIONALES,,2015-000147,G
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000165,"ACCIÓN SOCIAL ÉGIDA LOS CANTARES, INC.",12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000165,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000169,EL MUNICIPIO DE ARROYO,30/06/2015,30/06/2015,30/06/2025,$0.00,0.0,INTERAGENCIALES,,2015-000169,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000170,"ASOCIACIÓN COMUNITARIA PALMAREJO II, INC.",12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000170,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000171,"CENTRO PROVIDENCIA PARA PERSONAS DE MAYOR EDAD, DE",12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000171,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000172,"COMITÉ DE GERICULTURA DE GUAYAMA, INC.",12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000172,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000173,MUNICIPALITY OF AIBONITO,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000173,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000174,MUNICIPALITY OF BARCELONETA,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000174,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000175,MUNICIPALITY OF CABO ROJO,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000175,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000176,MUNICIPALITY OF COAMO,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000176,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000177,MUNICIPALITY OF FLORIDA,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000177,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000178,MUNICIPALITY OF GUAYAMA,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000178,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000179,Municipality of Guaynabo,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000179,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000180,MUNICIPALITY OF HORMIGUEROS,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000180,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,4,1,,2015-000181,MUNICIPALITY OF ISABELA,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000181,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2015-000182,Municipality of Jayuya,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000182,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2015-000183,MUNICIPALITY OF JUNCOS,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000183,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2015-000184,MUNICIPALITY OF LAJAS,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000184,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2015-000185,MUNICIPALITY OF MANATI,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000185,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2015-000186,Municipality of Morovis,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000186,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2015-000187,MUNICIPALITY OF SAN GERMÁN,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000187,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2015-000188,MUNICIPALITY OF TRUJILLO ALTO,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000188,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2015-000189,MUNICIPALITY OF CAYEY,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000189,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2015-000190,MUNICIPALITY OF MOCA,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000190,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2015-000191,Municipality of Toa Baja,12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000191,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2015-000192,"CENTRO CULTURAL Y DE SERVICIOS DE CANTERA, INC.",12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000192,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2015-000193,"INICIATIVA COMUNITARIA DE INVESTIGACIÓN, INC.",12/02/2015,12/02/2015,12/02/2021,"$63,436.00",63436.0,"COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",,2015-000193,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2016-000020 F,Germán Torres Berrios,26/12/2019,26/12/2019,31/12/2020,$0.00,0.0,SERVICIOS PROFESIONALES,,2016-000020,F
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2016-000020 G,Germán Torres Berrios,20/05/2020,20/05/2020,31/12/2020,"$6,400.00",6400.0,SERVICIOS PROFESIONALES,,2016-000020,G
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2016-000034,"CONSTRUCCIONES JOSE CARRO, S.E.",28/07/2015,07/08/2015,25/06/2023,"$24,611,000.00",24611000.0,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,2016-000034,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,5,1,,2016-000034 F,"CONSTRUCCIONES JOSE CARRO, S.E.",11/08/2016,25/06/2023,25/06/2023,"$31,800.00",31800.0,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,,2016-000034,F
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,6,1,,2016-000036 E,"Barrett, Hale & Alamo, LLC",19/06/2020,19/06/2020,31/03/2021,$0.00,0.0,SERVICIOS PROFESIONALES,,2016-000036,E
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,6,1,,2016-000043 A,AUTORIDAD DE TRANSPORTE MARITIMO Y LAS ISLAS MUNIC,29/07/2016,29/07/2016,30/06/2021,$0.00,0.0,INTERAGENCIALES,,2016-000043,A
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,6,1,,2016-000043 A,DEPARTAMENTO DE TRANSPORTACION Y OBRAS PUBLICAS,29/07/2016,29/07/2016,30/06/2021,$0.00,0.0,INTERAGENCIALES,,2016-000043,A
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,6,1,,2016-000043 A,LA AUTORIDAD DE TRANSPORTE INTEGRADO DE PUERTO RIC,29/07/2016,29/07/2016,30/06/2021,$0.00,0.0,INTERAGENCIALES,,2016-000043,A
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,6,1,,2016-000043 A,AUTORIDAD METROPOLITANA DE AUTOBUSES,29/07/2016,29/07/2016,30/06/2021,$0.00,0.0,INTERAGENCIALES,,2016-000043,A
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,6,1,,2016-000074 E,"CSA ARCHITECTS AND ENGINEERS, LLP",25/06/2020,25/06/2020,31/03/2021,$0.00,0.0,SERVICIOS PROFESIONALES,,2016-000074,E
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,6,1,,2016-000090,EL INSTITUTO DE CULTURA PUERTORRIQUEÑA,21/12/2015,21/12/2015,31/12/2020,$0.00,0.0,INTERAGENCIALES,,2016-000090,
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,6,1,,2016-000092 E,"CSA ARCHITECTS & ENGINEERS, LLP",16/06/2020,16/06/2020,31/12/2020,"$251,594.00",251594.0,SERVICIOS PROFESIONALES,,2016-000092,E
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,6,1,,2016-000096 F,CMA ARCHITECTS AND ENGINEERS LLC,04/06/2020,04/06/2020,30/06/2021,$0.00,0.0,SERVICIOS PROFESIONALES,,2016-000096,F
ACT_2020,Autoridad de Carreteras y Transportación (ACT),2020,Contratos_Vigentes_ACT.pdf,6,1,,2016-000097 F,"PROFESSIONAL ACCOUNT MANAGEMENT, LLC",05/11/2019,05/11/2019,30/04/2021,"$715,000.00",715000.0,SERVICIOS PERSONALES NO PROFESIONALES,,2016-000097,F
